City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,hofn,64.2539,-15.2082,37.77799999999996,97,100,4.44,IS,1680480540
318,kudahuvadhoo,2.6708,72.8944,82.13000000000005,70,31,1.42,MV,1680480540
319,makarov,48.6333,142.8,39.90199999999997,71,13,0.41,RU,1680480540
320,riohacha,11.5444,-72.9072,81.30199999999998,68,14,7.33,CO,1680480540
321,trairi,-3.2778,-39.2689,75.07400000000001,90,100,0.21,BR,1680480456
322,mrakovo,52.7161,56.6244,32.935999999999964,78,7,2.8,RU,1680480541
323,port-cartier,50.0334,-66.8654,20.011999999999954,69,10,11.59,CA,1680480541
324,viedma,-40.8135,-62.9967,60.87200000000004,71,100,4.76,AR,1680480542
325,korneuburg,48.35,16.3333,43.15999999999998,74,88,3.13,AT,1680480542
326,bria,6.5423,21.9863,75.29000000000002,41,10,1.75,CF,1680480543
327,vidim,56.4088,103.1106,10.382000000000016,90,81,2.72,RU,1680480543
328,griffith,41.5284,-87.4237,55.59800000000003,59,0,8.23,US,1680480459
329,conceicao do araguaia,-8.2578,-49.2647,72.98599999999996,93,66,1.79,BR,1680480544
